,testset_idx,doc_ix,snippet
137,34382,88107603,"(29892, 263, 7714, 471, 2276, 674, 4808, 278, 18254, 470, 916, 3244, 287, 5172, 759, 297, 2058, 29889, 1763, 1371, 372, 12709, 445, 29892, 1925, 278, 7714, 471, 2276, 373, 937, 29892, 2400, 278, 5172, 759, 29889, 960, 596, 2060, 5717, 363, 916, 471, 29882, 414, 470, 12837, 3161, 29892, 896, 881, 748, 373, 1434)"
138,34385,71810412,"(14502, 526, 12234, 1754, 310, 2362, 1997, 29892, 2861, 304, 1009, 11509, 304, 11551, 12871, 29889, 450, 25702, 881, 884, 367, 1407, 10597, 29892, 577, 896, 437, 451, 3805, 768, 403, 278, 19309, 297, 738, 982, 29889, 960, 366, 508, 29915, 29873, 1284, 2362, 1997, 25702, 29892)"
139,34410,125482865,"(2152, 338, 697, 310, 278, 1556, 4100, 2712, 366, 508, 437, 304, 10503, 573, 263, 1559, 8095, 29889, 8561, 1854, 393, 596, 23012, 1339, 29873, 269, 1169, 4482, 373, 596, 21464, 289, 2873, 322, 393, 278, 23468, 1339, 29873, 5771, 4822, 278, 4818, 310, 596, 521, 342, 29889, 20986, 881, 367, 409, 630, 297, 1571, 2278, 1791, 5270, 29879)"
140,34410,14920371,"(2152, 338, 697, 310, 278, 1556, 4100, 2712, 366, 508, 437, 304, 10503, 573, 263, 1559, 8095, 29889, 8561, 1854, 393, 596, 23012, 1339, 29873, 269, 1169, 4482, 373, 596, 21464, 289, 2873, 322, 393, 278, 23468, 1339, 29873, 5771, 4822, 278, 4818, 310, 596, 521, 342, 29889, 20986, 881, 367, 409, 630, 297, 1571, 2278, 1791, 5270, 29879)"
141,34423,12648042,"(11551, 1009, 18254, 374, 1237, 29889, 18512, 29892, 14671, 2256, 7738, 508, 2869, 367, 901, 18254, 768, 2738, 1135, 10849, 7738, 29892, 1951, 14671, 2256, 7738, 338, 18691, 472, 19224, 18290, 18543, 29889, 12808, 29892, 14671, 2256, 285, 21211, 322, 18655, 1849, 526, 4049, 16951, 923, 7202, 1135, 1009, 10849, 6795, 20895, 29892, 322)"
142,34423,99546719,"(11551, 1009, 18254, 374, 1237, 29889, 18512, 29892, 14671, 2256, 7738, 508, 2869, 367, 901, 18254, 768, 2738, 1135, 10849, 7738, 29892, 1951, 14671, 2256, 7738, 338, 18691, 472, 19224, 18290, 18543, 29889, 12808, 29892, 14671, 2256, 285, 21211, 322, 18655, 1849, 526, 4049, 16951, 923, 7202, 1135, 1009, 10849, 6795, 20895, 29892, 322)"
143,34429,113572964,"(4049, 505, 1407, 1422, 3168, 29889, 319, 21684, 2857, 6505, 393, 366, 674, 19531, 411, 480, 1169, 470, 11595, 19531, 674, 367, 1407, 1422, 1135, 385, 28563, 293, 6505, 366, 674, 671, 304, 931, 596, 6057, 29889, 1932, 366, 526, 2221, 304, 8161, 565, 445, 338, 263, 4266, 10039, 6505, 29892, 470, 263, 6505, 363, 1432, 3250, 671, 29892, 366, 508, 3380, 304, 12474, 596)"
144,34430,42835223,"(16172, 322, 6456, 393, 1321, 5414, 2148, 4835, 338, 14040, 322, 4226, 29889, 887, 674, 3117, 4459, 763, 14332, 338, 380, 4362, 472, 366, 322, 278, 274, 1161, 631, 338, 6577, 3460, 366, 29889, 512, 16832, 29892, 2305, 526, 451, 5146, 292, 393, 1568)"
145,34430,99440815,"(16172, 322, 6456, 393, 1321, 5414, 2148, 4835, 338, 14040, 322, 4226, 29889, 887, 674, 3117, 4459, 763, 14332, 338, 380, 4362, 472, 366, 322, 278, 274, 1161, 631, 338, 6577, 3460, 366, 29889, 512, 16832, 29892, 2305, 526, 451, 5146, 292, 393, 1568)"
146,34430,42835223,"(472, 366, 322, 278, 274, 1161, 631, 338, 6577, 3460, 366, 29889, 512, 16832, 29892, 2305, 526, 451, 5146, 292, 393, 1568, 8570, 304, 366, 29889, 887, 526, 451, 278, 937, 2022, 1058, 756, 3926, 2041, 304, 278, 3787, 304, 15649, 2148, 4835, 29889)"
147,34430,99440815,"(472, 366, 322, 278, 274, 1161, 631, 338, 6577, 3460, 366, 29889, 512, 16832, 29892, 2305, 526, 451, 5146, 292, 393, 1568, 8570, 304, 366, 29889, 887, 526, 451, 278, 937, 2022, 1058, 756, 3926, 2041, 304, 278, 3787, 304, 15649, 2148, 4835, 29889)"
148,34431,131448150,"(526, 5491, 1473, 29899, 12163, 929, 297, 2775, 537, 29892, 607, 1996, 16083, 8570, 29889, 450, 3700, 29892, 18873, 29892, 322, 6567, 526, 4049, 15201, 29892, 322, 263, 11619, 881, 25917, 12138, 29879, 310, 738, 5469, 393, 6602, 1438, 10161, 29889, 1670, 29915, 29879, 884, 263, 8825, 278, 12138, 1033, 367, 22233, 297, 5469, 29892)"
149,34487,77305836,"(330, 1117, 277, 322, 5040, 29889, 450, 2826, 11013, 267, 29889, 450, 4315, 1835, 29879, 701, 29889, 3575, 5121, 756, 925, 1497, 920, 1568, 896, 27849, 278, 14064, 1833, 4646, 29889, 887, 2086, 27849, 278, 14064, 29892, 541, 372, 3508, 29915, 29873, 5181, 304, 1827, 372)"
150,34487,12667001,"(330, 1117, 277, 322, 5040, 29889, 450, 2826, 11013, 267, 29889, 450, 4315, 1835, 29879, 701, 29889, 3575, 5121, 756, 925, 1497, 920, 1568, 896, 27849, 278, 14064, 1833, 4646, 29889, 887, 2086, 27849, 278, 14064, 29892, 541, 372, 3508, 29915, 29873, 5181, 304, 1827, 372)"
151,34507,46947006,"(1106, 322, 21779, 763, 896, 892, 1754, 491, 263, 10257, 29892, 366, 29915, 645, 817, 304, 5110, 6996, 289, 442, 2548, 25078, 8724, 925, 1671, 292, 322, 24907, 29889, 5399, 714, 7395, 25410, 411, 2472, 373, 278, 1494, 13698, 29892, 769, 6944, 963, 2745, 366, 505, 963, 26959, 1891, 29889, 2266, 526, 777, 2362, 1199, 366, 881, 1073, 1434)"
152,34507,91290966,"(1106, 322, 21779, 763, 896, 892, 1754, 491, 263, 10257, 29892, 366, 29915, 645, 817, 304, 5110, 6996, 289, 442, 2548, 25078, 8724, 925, 1671, 292, 322, 24907, 29889, 5399, 714, 7395, 25410, 411, 2472, 373, 278, 1494, 13698, 29892, 769, 6944, 963, 2745, 366, 505, 963, 26959, 1891, 29889, 2266, 526, 777, 2362, 1199, 366, 881, 1073, 1434)"
153,34507,73191913,"(1106, 322, 21779, 763, 896, 892, 1754, 491, 263, 10257, 29892, 366, 29915, 645, 817, 304, 5110, 6996, 289, 442, 2548, 25078, 8724, 925, 1671, 292, 322, 24907, 29889, 5399, 714, 7395, 25410, 411, 2472, 373, 278, 1494, 13698, 29892, 769, 6944, 963, 2745, 366, 505, 963, 26959, 1891, 29889, 2266, 526, 777, 2362, 1199, 366, 881, 1073, 1434)"
154,34507,8448172,"(1106, 322, 21779, 763, 896, 892, 1754, 491, 263, 10257, 29892, 366, 29915, 645, 817, 304, 5110, 6996, 289, 442, 2548, 25078, 8724, 925, 1671, 292, 322, 24907, 29889, 5399, 714, 7395, 25410, 411, 2472, 373, 278, 1494, 13698, 29892, 769, 6944, 963, 2745, 366, 505, 963, 26959, 1891, 29889, 2266, 526, 777, 2362, 1199, 366, 881, 1073, 1434)"
155,34508,87004121,"(907, 1230, 29892, 3763, 3509, 263, 13382, 714, 310, 263, 3143, 470, 19656, 29889, 450, 7306, 338, 304, 679, 385, 2969, 310, 825, 596, 1361, 16554, 3430, 763, 373, 6588, 29889, 450, 901, 366, 2436, 29892, 278, 901, 16232, 596, 7418, 674, 367, 29889)"
156,34508,95647253,"(907, 1230, 29892, 3763, 3509, 263, 13382, 714, 310, 263, 3143, 470, 19656, 29889, 450, 7306, 338, 304, 679, 385, 2969, 310, 825, 596, 1361, 16554, 3430, 763, 373, 6588, 29889, 450, 901, 366, 2436, 29892, 278, 901, 16232, 596, 7418, 674, 367, 29889)"
157,34508,38252709,"(907, 1230, 29892, 3763, 3509, 263, 13382, 714, 310, 263, 3143, 470, 19656, 29889, 450, 7306, 338, 304, 679, 385, 2969, 310, 825, 596, 1361, 16554, 3430, 763, 373, 6588, 29889, 450, 901, 366, 2436, 29892, 278, 901, 16232, 596, 7418, 674, 367, 29889)"
158,34508,144872541,"(907, 1230, 29892, 3763, 3509, 263, 13382, 714, 310, 263, 3143, 470, 19656, 29889, 450, 7306, 338, 304, 679, 385, 2969, 310, 825, 596, 1361, 16554, 3430, 763, 373, 6588, 29889, 450, 901, 366, 2436, 29892, 278, 901, 16232, 596, 7418, 674, 367, 29889)"
159,34508,13136509,"(907, 1230, 29892, 3763, 3509, 263, 13382, 714, 310, 263, 3143, 470, 19656, 29889, 450, 7306, 338, 304, 679, 385, 2969, 310, 825, 596, 1361, 16554, 3430, 763, 373, 6588, 29889, 450, 901, 366, 2436, 29892, 278, 901, 16232, 596, 7418, 674, 367, 29889)"
160,34509,39216126,"(475, 28744, 470, 377, 3537, 292, 304, 720, 29886, 579, 267, 526, 3117, 596, 1900, 2984, 408, 896, 29915, 276, 8688, 304, 3349, 731, 297, 380, 2708, 373, 25287, 322, 674, 1044, 22829, 373, 596, 6567, 29889, 7419, 363, 304, 720, 16179, 393, 3743, 7254, 18838, 279, 457, 29892, 408, 445, 756, 278, 1556, 16800)"
161,34509,94567803,"(475, 28744, 470, 377, 3537, 292, 304, 720, 29886, 579, 267, 526, 3117, 596, 1900, 2984, 408, 896, 29915, 276, 8688, 304, 3349, 731, 297, 380, 2708, 373, 25287, 322, 674, 1044, 22829, 373, 596, 6567, 29889, 7419, 363, 304, 720, 16179, 393, 3743, 7254, 18838, 279, 457, 29892, 408, 445, 756, 278, 1556, 16800)"
162,34509,144912237,"(475, 28744, 470, 377, 3537, 292, 304, 720, 29886, 579, 267, 526, 3117, 596, 1900, 2984, 408, 896, 29915, 276, 8688, 304, 3349, 731, 297, 380, 2708, 373, 25287, 322, 674, 1044, 22829, 373, 596, 6567, 29889, 7419, 363, 304, 720, 16179, 393, 3743, 7254, 18838, 279, 457, 29892, 408, 445, 756, 278, 1556, 16800)"
163,34577,98798167,"(1152, 6996, 805, 6090, 29892, 925, 8656, 4094, 674, 437, 278, 8938, 29889, 4803, 263, 4964, 17052, 29892, 322, 3394, 14294, 4094, 304, 278, 7101, 29889, 887, 508, 671, 445, 1158, 304, 281, 15705, 701, 805, 6090)"
164,34577,98798167,"(322, 3394, 14294, 4094, 304, 278, 7101, 29889, 887, 508, 671, 445, 1158, 304, 281, 15705, 701, 805, 6090, 29892, 408, 1532, 408, 2319, 380, 2708, 29889, 14570, 412, 411, 2821, 4094, 2748, 278, 380, 475, 338)"
165,34590,142187763,"(1379, 297, 596, 4038, 363, 4982, 1722, 886, 29889, 8561, 1854, 304, 2740, 5972, 4982, 18028, 11840, 408, 1532, 29892, 1951, 1784, 7375, 1379, 671, 1438, 6757, 304, 1400, 1722, 886, 29889, 19814, 29892, 6958, 596, 1887, 24171, 310, 24346, 322, 6282, 1608, 1045, 3163, 304, 1284, 714, 746, 4982, 6534, 29879, 526, 1641)"
166,34622,113070178,"(885, 473, 292, 4764, 672, 322, 508, 5700, 1549, 278, 380, 475, 29889, 2401, 368, 278, 29544, 304, 278, 4038, 322, 671, 263, 5941, 13950, 304, 14051, 278, 380, 475, 297, 263, 19308, 10884, 29889, 390, 262, 344, 278, 12917, 26606, 746, 7743, 304, 3349, 599, 15795, 4094, 10995)"
167,34633,19670121,"(24354, 9687, 515, 278, 14631, 322, 9677, 372, 373, 263, 8424, 310, 304, 579, 29892, 19548, 295, 29892, 470, 12220, 4937, 29889, 16740, 29899, 29888, 9216, 24354, 9687, 29879, 29892, 1316, 408, 21783, 293, 327, 322, 9892, 1648, 29892, 664, 10734, 1532, 408, 9677, 29879, 29889, 450, 5613, 26438, 2793, 338, 1880, 3307, 304, 286, 326, 293, 263, 3787, 18093, 14322)"
168,34645,20712743,"(5534, 14523, 310, 16256, 15942, 322, 27550, 29899, 1627, 287, 18161, 23643, 313, 1285, 1461, 29879, 304, 15649, 470, 19417, 16256, 15942, 472, 263, 2678, 2635, 467, 3455, 12654, 1934, 3160, 14332, 515, 278, 10150, 24388, 322, 18161, 21561, 304, 5375, 13258, 943, 29889, 315, 1038, 15942, 526, 3534, 287, 4153, 363, 916, 16256, 15942, 297, 278, 9999, 29889, 1094, 263, 1121, 29892, 16256)"
169,34665,47984799,"(15589, 17186, 508, 2125, 263, 304, 645, 373, 596, 12463, 10097, 29889, 910, 338, 385, 4780, 2058, 304, 1369, 29901, 3394, 2730, 391, 332, 5281, 17441, 6411, 29885, 304, 409, 284, 297, 2730, 391, 545, 29889, 960, 596, 17186, 505, 15589, 29892, 1236, 14067, 19309, 29892, 429, 4542, 29347, 491, 14051, 10549, 445, 1021, 3234, 373, 411, 263)"
170,34665,76075128,"(15589, 17186, 508, 2125, 263, 304, 645, 373, 596, 12463, 10097, 29889, 910, 338, 385, 4780, 2058, 304, 1369, 29901, 3394, 2730, 391, 332, 5281, 17441, 6411, 29885, 304, 409, 284, 297, 2730, 391, 545, 29889, 960, 596, 17186, 505, 15589, 29892, 1236, 14067, 19309, 29892, 429, 4542, 29347, 491, 14051, 10549, 445, 1021, 3234, 373, 411, 263)"
171,34676,140211111,"(1803, 280, 20447, 29889, 3462, 11179, 290, 488, 18281, 363, 3578, 11315, 29892, 470, 696, 12846, 653, 20447, 363, 6501, 11315, 29889, 29408, 278, 29544, 304, 12528, 29892, 769, 1671, 278, 23429, 1549, 263, 5312, 4983, 304, 3349, 278, 902, 5824)"
172,34679,115243128,"(2794, 393, 5622, 2562, 310, 596, 8716, 29886, 322, 278, 16778, 310, 596, 11315, 508, 20436, 5987, 14321, 29889, 438, 309, 29892, 607, 5855, 11315, 29892, 1370, 2168, 322, 4158, 4063, 11480, 596, 8716, 29886, 674, 1371, 304, 9508, 11315, 14321, 29889, 940, 271, 701, 263, 2586, 310, 288, 9258, 29892, 1302, 535, 329, 29892, 470, 1852, 265, 17182, 2745, 14294, 304, 278, 6023, 29889, 402)"
173,34679,20184013,"(2794, 393, 5622, 2562, 310, 596, 8716, 29886, 322, 278, 16778, 310, 596, 11315, 508, 20436, 5987, 14321, 29889, 438, 309, 29892, 607, 5855, 11315, 29892, 1370, 2168, 322, 4158, 4063, 11480, 596, 8716, 29886, 674, 1371, 304, 9508, 11315, 14321, 29889, 940, 271, 701, 263, 2586, 310, 288, 9258, 29892, 1302, 535, 329, 29892, 470, 1852, 265, 17182, 2745, 14294, 304, 278, 6023, 29889, 402)"
174,34679,115243128,"(8716, 29886, 674, 1371, 304, 9508, 11315, 14321, 29889, 940, 271, 701, 263, 2586, 310, 288, 9258, 29892, 1302, 535, 329, 29892, 470, 1852, 265, 17182, 2745, 14294, 304, 278, 6023, 29889, 402, 2705, 14051, 445, 964, 596, 8716, 29886, 363, 29871, 29945, 29899, 29896, 29900, 6233, 29892, 322, 2758, 278, 17182, 304, 577, 557, 964, 596, 11315, 363, 385, 5684, 29871, 29941, 29900, 6233, 29889)"
175,34679,20184013,"(8716, 29886, 674, 1371, 304, 9508, 11315, 14321, 29889, 940, 271, 701, 263, 2586, 310, 288, 9258, 29892, 1302, 535, 329, 29892, 470, 1852, 265, 17182, 2745, 14294, 304, 278, 6023, 29889, 402, 2705, 14051, 445, 964, 596, 8716, 29886, 363, 29871, 29945, 29899, 29896, 29900, 6233, 29892, 322, 2758, 278, 17182, 304, 577, 557, 964, 596, 11315, 363, 385, 5684, 29871, 29941, 29900, 6233, 29889)"
176,34685,121750227,"(6046, 931, 472, 263, 805, 29874, 29892, 470, 5505, 1554, 263, 2586, 901, 5566, 11407, 29991, 2296, 674, 2649, 366, 278, 2305, 304, 6958, 29889, 22738, 29892, 1183, 674, 2437, 568, 2305, 6029, 366, 1122, 451, 1073, 29892, 577, 2289, 1016, 29915, 29873, 2125, 372, 2501, 7535, 304, 4866, 445, 29889, 450, 29548, 366, 437, 445, 278, 2253)"
177,34691,125960500,"(2941, 29878, 630, 29889, 24260, 274, 1446, 10331, 304, 679, 316, 29882, 2941, 29878, 630, 5948, 322, 445, 508, 3275, 304, 6030, 284, 5626, 763, 14919, 21549, 29892, 22884, 29892, 470, 3805, 768, 362, 29889, 19152, 278, 9642, 6635, 21732, 322, 9045, 29891, 491, 6820, 372, 7990, 9687, 2012, 310, 15589, 9687, 29889, 399)"
178,34691,22240860,"(2941, 29878, 630, 29889, 24260, 274, 1446, 10331, 304, 679, 316, 29882, 2941, 29878, 630, 5948, 322, 445, 508, 3275, 304, 6030, 284, 5626, 763, 14919, 21549, 29892, 22884, 29892, 470, 3805, 768, 362, 29889, 19152, 278, 9642, 6635, 21732, 322, 9045, 29891, 491, 6820, 372, 7990, 9687, 2012, 310, 15589, 9687, 29889, 399)"
179,34691,125960500,"(29892, 22884, 29892, 470, 3805, 768, 362, 29889, 19152, 278, 9642, 6635, 21732, 322, 9045, 29891, 491, 6820, 372, 7990, 9687, 2012, 310, 15589, 9687, 29889, 399, 300, 9687, 338, 901, 27246, 29741, 1135, 15589, 9687, 29889, 739, 674, 9801, 278, 16336, 6635, 4947, 3307, 2730, 391, 545, 322, 4094, 297, 967, 652, 300)"
180,34691,22240860,"(29892, 22884, 29892, 470, 3805, 768, 362, 29889, 19152, 278, 9642, 6635, 21732, 322, 9045, 29891, 491, 6820, 372, 7990, 9687, 2012, 310, 15589, 9687, 29889, 399, 300, 9687, 338, 901, 27246, 29741, 1135, 15589, 9687, 29889, 739, 674, 9801, 278, 16336, 6635, 4947, 3307, 2730, 391, 545, 322, 4094, 297, 967, 652, 300)"
181,34696,11624243,"(367, 3342, 408, 2305, 1058, 19531, 1067, 6046, 322, 29914, 272, 594, 1398, 358, 29892, 474, 29889, 29872, 1696, 2130, 3842, 322, 1207, 701, 29892, 393, 338, 11399, 635, 6942, 411, 278, 11564, 7916, 29889, 512, 916, 3838, 29892, 372, 10008, 746, 263, 14263, 591, 1503, 263, 10714, 470, 1207, 701, 29892, 470, 746, 263, 12944, 591, 1503, 263, 1757, 29915, 29879, 447, 2076, 329, 470, 263, 14726)"
182,34702,47385423,"(1058, 6423, 29889, 22738, 393, 896, 3282, 29915, 29873, 6755, 304, 762, 29892, 541, 29892, 3138, 29395, 1466, 372, 338, 29892, 372, 471, 727, 931, 304, 4337, 373, 29892, 322, 896, 2113, 29915, 29873, 2041, 1250, 29889, 3872, 29915, 29873, 367, 26230, 411, 825, 3926, 366, 4658, 4893, 2305, 714, 310, 278, 3186, 313, 361, 366, 526, 12962, 467, 22738, 393)"
183,34702,47385423,"(896, 2113, 29915, 29873, 2041, 1250, 29889, 3872, 29915, 29873, 367, 26230, 411, 825, 3926, 366, 4658, 4893, 2305, 714, 310, 278, 3186, 313, 361, 366, 526, 12962, 467, 22738, 393, 372, 338, 278, 1021, 2022, 393, 884, 23522, 2305, 964, 278, 3186, 29892, 322, 372, 29915, 29879, 278, 1021, 2022, 393, 4846, 366, 599, 278, 21863, 292, 2626, 3842, 366)"
184,34703,71746700,"(372, 674, 6507, 322, 278, 14209, 1090, 607, 372, 674, 6507, 393, 2472, 29889, 1763, 2130, 594, 3385, 6475, 29892, 278, 8018, 2106, 4307, 338, 393, 310, 278, 2106, 988, 278, 2278, 471, 16356, 29889, 910, 1795, 451, 367, 278, 2106, 988, 278, 2278, 471, 6345, 470, 988, 366, 5279)"
185,34705,107959218,"(414, 2012, 310, 14710, 7492, 18755, 414, 29889, 9205, 293, 470, 5613, 18755, 414, 526, 1716, 577, 906, 322, 901, 11828, 29889, 2688, 526, 3935, 11315, 29889, 2688, 505, 5700, 4027, 607, 526, 2253, 472, 1098, 9733, 304, 322, 13587, 278, 282, 335, 358, 373)"
186,34705,107959218,"(2688, 526, 3935, 11315, 29889, 2688, 505, 5700, 4027, 607, 526, 2253, 472, 1098, 9733, 304, 322, 13587, 278, 282, 335, 358, 373, 278, 1506, 1878, 2745, 366, 3394, 372, 304, 596, 3700, 29889, 10987, 24116, 1017, 3889, 4452, 565, 393, 29915, 29879, 4100, 304)"
187,34707,21792166,"(15662, 4105, 756, 1023, 14698, 5312, 567, 393, 5172, 264, 297, 278, 1250, 29889, 3118, 380, 2390, 756, 3196, 11000, 310, 10977, 10376, 29889, 450, 916, 756, 697, 5101, 310, 12422, 29879, 393, 10641, 304, 278, 10977, 10376, 29889, 1763, 563, 29877)"
188,34707,115949292,"(15662, 4105, 756, 1023, 14698, 5312, 567, 393, 5172, 264, 297, 278, 1250, 29889, 3118, 380, 2390, 756, 3196, 11000, 310, 10977, 10376, 29889, 450, 916, 756, 697, 5101, 310, 12422, 29879, 393, 10641, 304, 278, 10977, 10376, 29889, 1763, 563, 29877)"
189,34707,21792166,"(10977, 10376, 29889, 450, 916, 756, 697, 5101, 310, 12422, 29879, 393, 10641, 304, 278, 10977, 10376, 29889, 1763, 563, 29877, 263, 4105, 29892, 366, 1818, 12534, 305, 1716, 11192, 4208, 322, 20343, 278, 12422, 29879, 714, 310, 278, 10977, 10376, 29889)"
190,34707,115949292,"(10977, 10376, 29889, 450, 916, 756, 697, 5101, 310, 12422, 29879, 393, 10641, 304, 278, 10977, 10376, 29889, 1763, 563, 29877, 263, 4105, 29892, 366, 1818, 12534, 305, 1716, 11192, 4208, 322, 20343, 278, 12422, 29879, 714, 310, 278, 10977, 10376, 29889)"
191,34714,99021001,"(1371, 366, 304, 8569, 596, 14231, 373, 263, 7303, 310, 1857, 7483, 4251, 297, 596, 2106, 29889, 383, 542, 4746, 596, 664, 373, 263, 7303, 310, 2702, 4251, 1122, 367, 901, 11828, 1135, 22002, 1847, 3196, 4251, 470, 2106, 14243, 408, 263, 3353, 29889, 2398, 29892, 366, 881, 884, 7952, 373, 2246, 310, 2498, 5626, 4475, 304, 7483, 6035, 18310, 29889)"
192,34714,99021001,"(901, 11828, 1135, 22002, 1847, 3196, 4251, 470, 2106, 14243, 408, 263, 3353, 29889, 2398, 29892, 366, 881, 884, 7952, 373, 2246, 310, 2498, 5626, 4475, 304, 7483, 6035, 18310, 29889, 422, 2109, 292, 445, 7134, 508, 1371, 366, 4953, 263, 1407, 23388, 5221, 424, 297, 278, 3158, 2750, 1438, 4251, 29892, 607, 297, 2507, 1122, 1371, 10551, 7483, 6035, 18310)"
193,34720,121258506,"(671, 10767, 496, 470, 263, 270, 4099, 393, 29915, 29879, 301, 14643, 1135, 596, 11315, 2927, 29892, 8679, 373, 596, 11315, 29915, 29879, 2927, 322, 4195, 29889, 739, 29915, 29879, 1900, 304, 12242, 363, 263, 2927, 393, 338, 697, 304, 1023, 528, 3076, 301, 14643, 1135, 596, 2967, 2927, 29889, 2921, 292, 2086)"
194,34732,57978986,"(5753, 1475, 526, 13622, 363, 596, 4038, 322, 596, 6635, 29915, 29879, 5046, 29889, 10987, 607, 325, 5753, 1475, 366, 526, 2814, 635, 6068, 304, 4113, 1531, 472, 3271, 29892, 322, 607, 508, 871, 367, 4113, 1531, 287, 491, 263, 7794, 21144, 325, 300, 29889, 26579, 607, 325, 5753, 262, 800, 596, 6635, 4225, 2729, 373, 967, 16083, 4955, 29889)"
195,34745,43817695,"(596, 3700, 411, 263, 3700, 471, 29882, 470, 29559, 322, 14294, 4094, 29889, 3834, 29559, 508, 367, 15589, 292, 373, 278, 901, 628, 9593, 19309, 310, 596, 3700, 29889, 9333, 671, 15311, 1361, 29559, 304, 471, 29882, 596, 3700, 565, 366, 505, 694, 7348, 29889, 4803, 263, 3700, 13950)"
196,34745,17477166,"(596, 3700, 411, 263, 3700, 471, 29882, 470, 29559, 322, 14294, 4094, 29889, 3834, 29559, 508, 367, 15589, 292, 373, 278, 901, 628, 9593, 19309, 310, 596, 3700, 29889, 9333, 671, 15311, 1361, 29559, 304, 471, 29882, 596, 3700, 565, 366, 505, 694, 7348, 29889, 4803, 263, 3700, 13950)"
197,34745,43817695,"(19309, 310, 596, 3700, 29889, 9333, 671, 15311, 1361, 29559, 304, 471, 29882, 596, 3700, 565, 366, 505, 694, 7348, 29889, 4803, 263, 3700, 13950, 470, 1652, 4143, 297, 2319, 19308, 3184, 1080, 373, 596, 26839, 2813, 322, 923, 14541, 304, 1371, 3349, 278, 7123, 19309, 9101, 310, 278)"
198,34745,17477166,"(19309, 310, 596, 3700, 29889, 9333, 671, 15311, 1361, 29559, 304, 471, 29882, 596, 3700, 565, 366, 505, 694, 7348, 29889, 4803, 263, 3700, 13950, 470, 1652, 4143, 297, 2319, 19308, 3184, 1080, 373, 596, 26839, 2813, 322, 923, 14541, 304, 1371, 3349, 278, 7123, 19309, 9101, 310, 278)"
199,34751,13050872,"(2191, 300, 4720, 1156, 278, 2148, 9977, 2548, 3158, 10008, 29889, 960, 366, 2758, 2086, 1568, 931, 304, 1209, 29892, 278, 15134, 674, 367, 20898, 322, 278, 4902, 674, 4953, 1999, 332, 719, 29889, 3967, 304, 7845, 1623, 411, 596, 805, 1709, 2629, 263, 2846, 3841, 310, 278, 15134, 297, 1797, 304, 3211, 372, 1550, 372, 338, 1603, 10849, 29889)"
200,34751,44148379,"(2191, 300, 4720, 1156, 278, 2148, 9977, 2548, 3158, 10008, 29889, 960, 366, 2758, 2086, 1568, 931, 304, 1209, 29892, 278, 15134, 674, 367, 20898, 322, 278, 4902, 674, 4953, 1999, 332, 719, 29889, 3967, 304, 7845, 1623, 411, 596, 805, 1709, 2629, 263, 2846, 3841, 310, 278, 15134, 297, 1797, 304, 3211, 372, 1550, 372, 338, 1603, 10849, 29889)"
201,34751,133915868,"(2191, 300, 4720, 1156, 278, 2148, 9977, 2548, 3158, 10008, 29889, 960, 366, 2758, 2086, 1568, 931, 304, 1209, 29892, 278, 15134, 674, 367, 20898, 322, 278, 4902, 674, 4953, 1999, 332, 719, 29889, 3967, 304, 7845, 1623, 411, 596, 805, 1709, 2629, 263, 2846, 3841, 310, 278, 15134, 297, 1797, 304, 3211, 372, 1550, 372, 338, 1603, 10849, 29889)"
202,34754,108400712,"(425, 346, 29892, 278, 7687, 470, 4565, 425, 346, 29892, 322, 278, 1661, 29899, 1265, 29889, 1670, 526, 884, 2211, 1667, 17279, 896, 508, 367, 1754, 714, 310, 29892, 607, 526, 5199, 11315, 29892, 13019, 11315, 29892, 322, 14710, 7492, 11315, 29889, 7806, 281, 335, 1134, 756, 967, 10791, 322, 1136, 29892, 577, 1207, 1854, 366, 15649, 278, 281)"
203,34763,68058369,"(4982, 2740, 4687, 338, 304, 437, 777, 5925, 29889, 4803, 6413, 2740, 21218, 304, 1284, 714, 825, 4072, 310, 9045, 18020, 17517, 17643, 526, 3625, 297, 596, 4038, 313, 272, 297, 10161, 366, 723, 763, 304, 5735, 467, 1094, 366, 7512, 596, 5925, 29892, 1348, 1048, 607, 17643, 1993)"
204,34763,2504028,"(4982, 2740, 4687, 338, 304, 437, 777, 5925, 29889, 4803, 6413, 2740, 21218, 304, 1284, 714, 825, 4072, 310, 9045, 18020, 17517, 17643, 526, 3625, 297, 596, 4038, 313, 272, 297, 10161, 366, 723, 763, 304, 5735, 467, 1094, 366, 7512, 596, 5925, 29892, 1348, 1048, 607, 17643, 1993)"
205,34763,68058369,"(3625, 297, 596, 4038, 313, 272, 297, 10161, 366, 723, 763, 304, 5735, 467, 1094, 366, 7512, 596, 5925, 29892, 1348, 1048, 607, 17643, 1993, 701, 411, 596, 4021, 8232, 29889, 16913, 17643, 393, 526, 5929, 12818, 304, 366, 322, 1207, 11486, 1048, 607, 6743, 366, 763, 1900, 322)"
206,34763,2504028,"(3625, 297, 596, 4038, 313, 272, 297, 10161, 366, 723, 763, 304, 5735, 467, 1094, 366, 7512, 596, 5925, 29892, 1348, 1048, 607, 17643, 1993, 701, 411, 596, 4021, 8232, 29889, 16913, 17643, 393, 526, 5929, 12818, 304, 366, 322, 1207, 11486, 1048, 607, 6743, 366, 763, 1900, 322)"
