,testset_idx,doc_ix,snippet
1374,98659,54226382,"[341, 2152, 521, 542, 23167, 521, 4512, 297, 263, 20710, 798, 1351]"
1375,98659,51531982,"[341, 2152, 521, 542, 23167, 521, 4512, 297, 263, 20710, 798, 1351]"
1376,98659,93370619,"[341, 2152, 521, 542, 23167, 521, 4512, 297, 263, 20710, 798, 1351]"
1377,98659,3385676,"[341, 2152, 521, 542, 23167, 521, 4512, 297, 263, 20710, 798, 1351]"
1378,98727,15661748,"(3855, 29873, 29889, 4094, 322, 29871, 29896, 29914, 29906, 18002, 10767, 496, 286, 1025, 27372, 304, 12088, 278, 286, 1025, 29889, 4803, 263, 4964, 1506, 1878, 322, 664, 2745, 18906, 310, 278, 286, 1025, 25417, 29889, 2860, 14387, 431, 10549)"
1379,98727,15661748,"(29889, 4803, 263, 4964, 1506, 1878, 322, 664, 2745, 18906, 310, 278, 286, 1025, 25417, 29889, 2860, 14387, 431, 10549, 278, 28001, 29892, 3763, 2758, 278, 10767, 496, 1650, 304, 6773, 304, 6584, 300, 10492, 278, 28001, 322, 15589, 29889)"
1380,98727,102005584,"(29889, 4803, 263, 4964, 1506, 1878, 322, 664, 2745, 18906, 310, 278, 286, 1025, 25417, 29889, 2860, 14387, 431, 10549, 278, 28001, 29892, 3763, 2758, 278, 10767, 496, 1650, 304, 6773, 304, 6584, 300, 10492, 278, 28001, 322, 15589, 29889)"
1381,98990,37908677,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1382,98990,81090672,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1383,98990,92662016,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1384,98990,8903639,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1385,98990,63988252,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1386,98990,89954483,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1387,98990,52783953,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1388,98990,27644943,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1389,98990,22730296,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1390,98990,74922162,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1391,98990,52507831,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1392,98990,31554886,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1393,98990,79025554,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1394,98990,86616355,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1395,98990,26926465,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1396,98990,80108963,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1397,98990,93180153,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1398,98990,113651739,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1399,98990,75236883,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1400,98990,14299558,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1401,98990,32464221,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1402,98990,98613683,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1403,98990,12691576,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1404,98990,16080657,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1405,98990,76478291,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1406,98990,24229457,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1407,98990,84362696,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1408,98990,70117636,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1409,98990,29477285,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1410,98990,5347253,"[297, 263, 3104, 310, 1045, 6504, 4094, 363, 263, 2846, 6233]"
1411,99330,69421495,"[678, 21475, 2078, 19416, 526, 19390, 322, 508, 679, 270, 913, 1156, 263, 1550, 29936, 266, 1141, 29879, 526, 3623, 293, 631, 29892, 923, 7202, 29892, 322, 901, 21054, 272, 1319, 29889]"
1412,99365,82114408,"(29544, 29889, 349, 19994, 2745, 2181, 3774, 368, 29889, 3872, 29915, 29873, 975, 6837, 470, 278, 541, 357, 674, 679, 2086, 14294, 322, 278, 29544, 2113, 29915, 29873, 505, 278, 1492, 2181, 3774, 29892, 3907, 278, 2446, 4331, 263, 2217, 901, 443, 27711, 519, 29889, 317, 677, 368)"
1413,99366,82114408,"(29544, 29889, 349, 19994, 2745, 2181, 3774, 368, 29889, 3872, 29915, 29873, 975, 6837, 470, 278, 541, 357, 674, 679, 2086, 14294, 322, 278, 29544, 2113, 29915, 29873, 505, 278, 1492, 2181, 3774, 29892, 3907, 278, 2446, 4331, 263, 2217, 901, 443, 27711, 519, 29889, 317, 677, 368)"
1414,99481,26738983,"[5282, 17627, 292, 678, 21475, 5826, 19416, 297, 278, 830, 1341, 4087, 1061]"
1415,99481,26738983,"[5282, 17627, 292, 678, 21475, 5826, 19416, 297, 278, 830, 1341, 4087, 1061]"
1416,99482,26738983,"[12065, 278, 270, 728, 310, 521, 21475, 2078, 19416, 11480, 278, 5970, 528, 761, 310, 596, 337, 1341, 4087, 1061, 322, 5967, 963, 304, 266, 1450, 363, 263, 2989, 2462, 29889]"
1417,99528,12072715,"[3872, 403, 963, 304, 263, 1887, 9687, 282, 15328, 29889]"
1418,99528,88623636,"[3872, 403, 963, 304, 263, 1887, 9687, 282, 15328, 29889]"
1419,99618,47553324,"[1763, 5557, 29425, 596, 23915, 491, 10171, 29892, 1196, 278, 2343, 310, 278, 16366, 1050, 701, 304, 278, 2944, 1434, 366, 1207, 596, 937, 24500, 29889]"
1420,99793,103460387,"[1128, 437, 366, 5941, 263, 4320, 13977, 2071, 7324, 29973]"
1421,99793,61475106,"[1128, 437, 366, 5941, 263, 4320, 13977, 2071, 7324, 29973]"
1422,99793,93793743,"[1128, 437, 366, 5941, 263, 4320, 13977, 2071, 7324, 29973]"
1423,99793,41826242,"[1128, 437, 366, 5941, 263, 4320, 13977, 2071, 7324, 29973]"
1424,99793,19141862,"[1128, 437, 366, 5941, 263, 4320, 13977, 2071, 7324, 29973]"
1425,99793,57750977,"[1128, 437, 366, 5941, 263, 4320, 13977, 2071, 7324, 29973]"
1426,99794,85962199,"(14570, 412, 13290, 7101, 310, 1603, 29899, 29893, 2817, 2071, 7324, 411, 5650, 304, 29893, 1379, 304, 3349, 738, 19163, 9687, 322, 17182, 29889, 390, 262, 344, 1090)"
1427,99795,85962199,"(14570, 412, 13290, 7101, 310, 1603, 29899, 29893, 2817, 2071, 7324, 411, 5650, 304, 29893, 1379, 304, 3349, 738, 19163, 9687, 322, 17182, 29889, 390, 262, 344, 1090)"
1428,99795,85962199,"(29893, 1379, 304, 3349, 738, 19163, 9687, 322, 17182, 29889, 390, 262, 344, 1090, 7375, 2734, 4094, 29892, 14387, 431, 10549, 411, 1661, 2527, 284, 1506, 1878, 470)"
1429,99795,5757501,"(29893, 1379, 304, 3349, 738, 19163, 9687, 322, 17182, 29889, 390, 262, 344, 1090, 7375, 2734, 4094, 29892, 14387, 431, 10549, 411, 1661, 2527, 284, 1506, 1878, 470)"
1430,99795,85962199,"(7375, 2734, 4094, 29892, 14387, 431, 10549, 411, 1661, 2527, 284, 1506, 1878, 470, 1661, 370, 3417, 573, 14387, 431, 17132, 304, 3349, 738, 26695, 310, 9687, 29889)"
1431,99795,5757501,"(7375, 2734, 4094, 29892, 14387, 431, 10549, 411, 1661, 2527, 284, 1506, 1878, 470, 1661, 370, 3417, 573, 14387, 431, 17132, 304, 3349, 738, 26695, 310, 9687, 29889)"
1432,99803,111895995,"(10895, 635, 4259, 4497, 3712, 411, 15795, 322, 1236, 2496, 29889, 15484, 19309, 2625, 1623, 297, 7243, 322, 10032, 12871, 304, 18350, 29899, 677, 29889, 1938, 451)"
1433,99803,41601696,"(10895, 635, 4259, 4497, 3712, 411, 15795, 322, 1236, 2496, 29889, 15484, 19309, 2625, 1623, 297, 7243, 322, 10032, 12871, 304, 18350, 29899, 677, 29889, 1938, 451)"
1434,99803,111895995,"(2625, 1623, 297, 7243, 322, 10032, 12871, 304, 18350, 29899, 677, 29889, 1938, 451, 4337, 977, 10376, 29889, 29408, 304, 7984, 1048, 29871, 29955, 6233, 470, 2745)"
1435,99803,41601696,"(2625, 1623, 297, 7243, 322, 10032, 12871, 304, 18350, 29899, 677, 29889, 1938, 451, 4337, 977, 10376, 29889, 29408, 304, 7984, 1048, 29871, 29955, 6233, 470, 2745)"
1436,99803,111895995,"(451, 4337, 977, 10376, 29889, 29408, 304, 7984, 1048, 29871, 29955, 6233, 470, 2745, 1532, 3347, 9571, 322, 7984, 287, 1048, 2211, 439, 13868, 310, 278, 982)"
1437,99803,41601696,"(451, 4337, 977, 10376, 29889, 29408, 304, 7984, 1048, 29871, 29955, 6233, 470, 2745, 1532, 3347, 9571, 322, 7984, 287, 1048, 2211, 439, 13868, 310, 278, 982)"
1438,99804,111895995,"(10895, 635, 4259, 4497, 3712, 411, 15795, 322, 1236, 2496, 29889, 15484, 19309, 2625, 1623, 297, 7243, 322, 10032, 12871, 304, 18350, 29899, 677, 29889, 1938, 451, 4337)"
1439,99804,41601696,"(10895, 635, 4259, 4497, 3712, 411, 15795, 322, 1236, 2496, 29889, 15484, 19309, 2625, 1623, 297, 7243, 322, 10032, 12871, 304, 18350, 29899, 677, 29889, 1938, 451, 4337)"
1440,99927,25761667,"(491, 321, 1218, 2319, 2011, 1080, 10106, 278, 2462, 472, 4943, 18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896)"
1441,99927,86616138,"(491, 321, 1218, 2319, 2011, 1080, 10106, 278, 2462, 472, 4943, 18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896)"
1442,99927,86061731,"(491, 321, 1218, 2319, 2011, 1080, 10106, 278, 2462, 472, 4943, 18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896)"
1443,99927,40511696,"(491, 321, 1218, 2319, 2011, 1080, 10106, 278, 2462, 472, 4943, 18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896)"
1444,99927,10052201,"(491, 321, 1218, 2319, 2011, 1080, 10106, 278, 2462, 472, 4943, 18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896)"
1445,99927,25761667,"(18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896, 29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539)"
1446,99927,86616138,"(18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896, 29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539)"
1447,99927,86061731,"(18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896, 29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539)"
1448,99927,40511696,"(18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896, 29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539)"
1449,99927,10052201,"(18747, 29889, 21674, 596, 592, 1338, 29892, 17545, 263, 29871, 29896, 29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539)"
1450,99927,25761667,"(29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539, 19388, 1608, 25535, 322, 304, 380, 1351, 1283, 18757, 261, 29889)"
1451,99927,86616138,"(29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539, 19388, 1608, 25535, 322, 304, 380, 1351, 1283, 18757, 261, 29889)"
1452,99927,86061731,"(29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539, 19388, 1608, 25535, 322, 304, 380, 1351, 1283, 18757, 261, 29889)"
1453,99927,40511696,"(29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539, 19388, 1608, 25535, 322, 304, 380, 1351, 1283, 18757, 261, 29889)"
1454,99927,10052201,"(29945, 29900, 29899, 1052, 7661, 5807, 547, 304, 3013, 596, 1539, 19388, 1608, 25535, 322, 304, 380, 1351, 1283, 18757, 261, 29889)"
1455,100173,24488588,"[10949, 1510, 3241, 29892, 1065, 263, 2594, 310, 29559, 975, 278, 19571, 3578, 368, 29892, 3907, 1854, 304, 4612, 278, 3353, 7101, 29889]"
1456,100178,106233367,"(29892, 322, 21837, 2745, 2181, 11936, 29899, 29873, 1581, 29892, 1048, 29871, 29946, 304, 29871, 29945, 6233, 29889, 17934, 408, 862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892)"
1457,100178,46489088,"(29892, 322, 21837, 2745, 2181, 11936, 29899, 29873, 1581, 29892, 1048, 29871, 29946, 304, 29871, 29945, 6233, 29889, 17934, 408, 862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892)"
1458,100178,19981229,"(29892, 322, 21837, 2745, 2181, 11936, 29899, 29873, 1581, 29892, 1048, 29871, 29946, 304, 29871, 29945, 6233, 29889, 17934, 408, 862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892)"
1459,100178,106233367,"(862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892, 322, 4259, 411, 15795, 322, 1236, 2496, 29892, 304, 21779, 29889, 402, 2753, 728, 411, 454, 3712, 322, 9080, 7389)"
1460,100178,46489088,"(862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892, 322, 4259, 411, 15795, 322, 1236, 2496, 29892, 304, 21779, 29889, 402, 2753, 728, 411, 454, 3712, 322, 9080, 7389)"
1461,100178,19981229,"(862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892, 322, 4259, 411, 15795, 322, 1236, 2496, 29892, 304, 21779, 29889, 402, 2753, 728, 411, 454, 3712, 322, 9080, 7389)"
1462,100179,106233367,"(862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892, 322, 4259, 411, 15795, 322, 1236, 2496, 29892, 304, 21779, 29889, 402, 2753, 728, 411, 454, 3712, 322, 9080)"
1463,100179,46489088,"(862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892, 322, 4259, 411, 15795, 322, 1236, 2496, 29892, 304, 21779, 29889, 402, 2753, 728, 411, 454, 3712, 322, 9080)"
1464,100179,19981229,"(862, 351, 375, 304, 263, 540, 630, 16330, 270, 728, 29892, 10293, 5617, 280, 411, 278, 288, 9258, 17182, 29892, 322, 4259, 411, 15795, 322, 1236, 2496, 29892, 304, 21779, 29889, 402, 2753, 728, 411, 454, 3712, 322, 9080)"
1465,100226,15109662,"(4698, 1199, 363, 8277, 29892, 13582, 29892, 322, 12298, 29936, 297, 13911, 362, 17997, 363, 7456, 29892, 772, 1567, 29892, 322, 3273, 15874, 467, 9788, 29892, 3867, 4180, 322, 29914, 272, 17745, 2472, 29889, 13957)"
1466,100227,113975680,"(1763, 274, 568, 263, 9076, 29892, 3160, 278, 3611, 310, 278, 9076, 313, 361, 3625, 511, 769, 278, 16549, 29892, 1346, 1123, 1493, 310, 30024, 322, 3867, 278, 3611, 310, 278, 664, 313, 262, 4698)"
1467,100227,47679021,"(278, 16549, 29892, 1346, 1123, 1493, 310, 30024, 322, 3867, 278, 3611, 310, 278, 664, 313, 262, 4698, 1199, 363, 8277, 29892, 13582, 29892, 322, 12298, 29936, 297, 13911, 362, 17997, 363, 7456, 29892, 772)"
1468,100227,80436680,"(278, 16549, 29892, 1346, 1123, 1493, 310, 30024, 322, 3867, 278, 3611, 310, 278, 664, 313, 262, 4698, 1199, 363, 8277, 29892, 13582, 29892, 322, 12298, 29936, 297, 13911, 362, 17997, 363, 7456, 29892, 772)"
1469,100227,113975680,"(278, 16549, 29892, 1346, 1123, 1493, 310, 30024, 322, 3867, 278, 3611, 310, 278, 664, 313, 262, 4698, 1199, 363, 8277, 29892, 13582, 29892, 322, 12298, 29936, 297, 13911, 362, 17997, 363, 7456, 29892, 772)"
1470,100227,15109662,"(4698, 1199, 363, 8277, 29892, 13582, 29892, 322, 12298, 29936, 297, 13911, 362, 17997, 363, 7456, 29892, 772, 1567, 29892, 322, 3273, 15874, 467, 9788, 29892, 3867, 4180, 322, 29914, 272, 17745, 2472, 29889, 13957)"
1471,100404,69386694,"[2381, 5168, 372, 964, 269, 473, 907, 314, 363, 263, 21054, 272, 1319, 330, 2753, 728]"
1472,100530,40598419,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1473,100530,16154791,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1474,100530,30924548,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1475,100530,101595190,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1476,100530,51014926,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1477,100530,90005157,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1478,100530,37993900,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1479,100530,90141385,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1480,100530,83477696,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1481,100530,40101171,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1482,100530,117483389,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1483,100530,4956675,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1484,100530,82760802,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1485,100530,103917881,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1486,100530,66508280,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1487,100530,99482087,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1488,100530,5840025,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1489,100530,11853180,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1490,100530,26482386,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1491,100530,106916825,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1492,100530,11917514,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1493,100530,106979161,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1494,100530,81341823,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1495,100530,59029840,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1496,100530,23100975,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1497,100530,76310283,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1498,100530,76286945,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1499,100530,46888210,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1500,100530,28217494,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1501,100530,81562864,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1502,100530,39632170,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1503,100530,90206973,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1504,100530,22503693,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1505,100530,63358387,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1506,100530,6862312,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1507,100530,43768052,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1508,100530,31281307,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1509,100530,63067662,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1510,100530,45756751,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1511,100530,28133501,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1512,100530,51301346,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1513,100530,63687393,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1514,100530,22526285,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1515,100530,20913298,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1516,100530,32142910,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1517,100530,96654326,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1518,100530,64747283,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1519,100530,13017315,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1520,100530,54773842,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1521,100530,102183360,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1522,100530,9986380,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1523,100530,91951770,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1524,100530,16251153,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1525,100530,65142699,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1526,100530,30707458,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1527,100530,94615520,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1528,100530,79771002,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1529,100530,52638508,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1530,100530,50652732,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1531,100530,75750808,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1532,100530,90072730,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1533,100530,24717880,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1534,100530,86544172,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1535,100530,53506742,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1536,100530,20722832,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1537,100530,53506742,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1538,100530,28229116,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1539,100530,62917144,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1540,100530,58834105,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1541,100530,53561447,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1542,100530,80855642,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1543,100530,87244671,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1544,100530,12508180,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1545,100530,31028288,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1546,100530,109968714,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1547,100530,2678580,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1548,100530,40436373,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1549,100530,27089206,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1550,100530,106938669,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1551,100530,39594003,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1552,100530,27715968,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1553,100530,18579532,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1554,100530,34053475,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1555,100530,68164134,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1556,100530,45188852,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1557,100530,107932487,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1558,100530,93357951,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1559,100530,40190427,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1560,100530,60931159,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1561,100530,8925767,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1562,100530,19171171,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1563,100530,45006581,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1564,100530,81598485,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1565,100530,78663520,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1566,100530,37292102,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1567,100530,943589,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1568,100530,101828843,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
1569,100530,32335249,"[14491, 297, 385, 263, 2728, 523, 5639, 472, 5716, 10430, 29889]"
